"","pid","agree","hasChoice","advisor","inf","initialAnswer","finalAnswer","initialConfidence","finalConfidence","shift","cappedInfluence"
"2005","7","0","FALSE","1",0,2,2,31,31,0,0
"2006","7","0","FALSE","1",0,1,1,-4,-4,0,0
"2007","7","0","TRUE","1",0,1,1,-42,-42,0,0
"2008","7","1","TRUE","1",0,2,2,53,53,0,0
"2009","7","0","TRUE","2",0,2,2,52,52,0,0
"2010","7","1","FALSE","2",0,1,1,-52,-52,0,0
"2011","7","1","FALSE","2",0,2,2,53,53,0,0
"2012","7","1","FALSE","2",0,2,2,39,39,0,0
"2013","7","1","FALSE","1",0,2,2,52,52,0,0
"2014","7","0","TRUE","1",0,1,1,-14,-14,0,0
"2015","7","1","TRUE","2",0,1,1,-44,-44,0,0
"2016","7","1","FALSE","1",-7,1,1,-47,-40,-7,-7
"2017","8","0","FALSE","1",0,2,2,29,29,0,0
"2018","8","1","FALSE","2",0,1,1,-33,-33,0,0
"2019","8","1","FALSE","2",0,2,2,38,38,0,0
"2020","8","1","TRUE","2",4,1,1,-28,-32,4,4
"2021","8","0","TRUE","1",-1,2,2,39,40,1,-1
"2022","8","0","TRUE","2",0,1,1,-39,-39,0,0
"2023","8","1","FALSE","1",0,2,2,38,38,0,0
"2024","8","1","FALSE","2",3,1,1,-40,-43,3,3
"2025","8","1","FALSE","1",1,1,1,-43,-44,1,1
"2026","8","0","FALSE","1",-1,2,2,36,37,1,-1
"2027","8","1","FALSE","1",1,1,1,-45,-46,1,1
"2028","8","0","FALSE","2",0,2,2,36,36,0,0
"2029","8","0","TRUE","1",0,1,1,-44,-44,0,0
"2030","8","1","FALSE","1",2,1,1,-41,-43,2,2
"2031","8","0","TRUE","1",-5,1,1,-38,-43,5,-5
"2032","8","0","TRUE","2",0,1,1,-40,-40,0,0
"2033","8","0","TRUE","2",1,2,2,8,7,-1,1
"2034","8","1","FALSE","1",0,1,1,-42,-42,0,0
"2035","8","1","TRUE","2",0,1,1,-45,-45,0,0
"2036","8","1","FALSE","1",1,1,1,-42,-43,1,1
"2037","8","0","FALSE","2",0,1,1,-40,-40,0,0
"2038","8","0","FALSE","2",9,1,1,-40,-31,-9,9
"2039","8","1","FALSE","2",3,2,2,20,23,3,3
"2040","8","1","FALSE","2",3,1,1,-38,-41,3,3
"2041","8","0","FALSE","1",0,2,2,25,25,0,0
"2042","8","0","FALSE","1",0,2,2,31,31,0,0
"2043","8","0","TRUE","2",0,2,2,38,38,0,0
"2044","8","1","FALSE","1",0,2,2,35,35,0,0
"2045","8","1","TRUE","1",1,1,1,-45,-46,1,1
"2046","8","0","FALSE","2",1,1,1,-48,-47,-1,1
"2047","8","1","TRUE","1",2,1,1,-37,-39,2,2
"2048","8","1","FALSE","2",1,2,2,36,37,1,1
"2049","8","0","FALSE","1",0,2,2,35,35,0,0
"2050","8","1","FALSE","2",1,2,2,35,36,1,1
"2051","8","1","TRUE","2",3,2,2,33,36,3,3
"2052","8","1","FALSE","1",0,2,2,37,37,0,0
"2053","8","1","FALSE","1",5,2,2,28,33,5,5
"2054","8","0","TRUE","2",-1,1,1,-40,-41,1,-1
"2055","8","1","FALSE","2",3,1,1,-35,-38,3,3
"2056","8","1","TRUE","2",1,1,1,-41,-42,1,1
"2057","8","1","TRUE","2",1,2,2,29,30,1,1
"2058","8","1","FALSE","2",2,1,1,-38,-40,2,2
"2059","8","1","FALSE","2",2,1,1,-38,-40,2,2
"2060","8","1","FALSE","2",2,1,1,-40,-42,2,2
"2061","8","0","FALSE","1",0,2,2,32,32,0,0
"2062","8","0","FALSE","1",-3,1,1,-36,-39,3,-3
"2063","8","0","TRUE","2",2,1,1,-41,-39,-2,2
"2064","8","1","FALSE","2",2,2,2,32,34,2,2
"2065","8","0","FALSE","2",0,2,2,37,37,0,0
"2066","8","1","FALSE","1",0,2,2,34,34,0,0
"2067","8","1","FALSE","1",1,1,1,-39,-40,1,1
"2068","8","1","FALSE","2",2,1,1,-42,-44,2,2
"2069","8","1","TRUE","2",5,1,1,-40,-45,5,5
"2070","8","1","FALSE","2",2,1,1,-46,-48,2,2
"2071","8","1","TRUE","2",3,2,2,28,31,3,3
"2072","8","1","TRUE","1",0,1,1,-41,-41,0,0
"2073","8","1","TRUE","2",4,1,1,-44,-48,4,4
"2074","8","0","TRUE","2",0,1,1,-42,-42,0,0
"2075","8","1","FALSE","1",0,2,2,44,44,0,0
"2076","8","1","TRUE","2",2,2,2,33,35,2,2
"2077","8","1","FALSE","2",3,2,2,32,35,3,3
"2078","8","0","TRUE","2",0,2,2,32,32,0,0
"2079","8","1","FALSE","1",2,1,1,-38,-40,2,2
"2080","8","1","FALSE","2",1,1,1,-47,-48,1,1
"2081","8","1","TRUE","1",0,1,1,-49,-49,0,0
"2082","8","0","FALSE","1",0,1,1,-48,-48,0,0
"2083","8","1","FALSE","1",1,2,2,30,31,1,1
"2084","8","1","FALSE","2",4,2,2,29,33,4,4
"2085","8","0","FALSE","2",1,2,2,30,29,-1,1
"2086","8","0","FALSE","1",1,2,2,33,32,-1,1
"2087","8","0","FALSE","2",1,1,1,-44,-43,-1,1
"2088","8","1","FALSE","1",0,2,2,39,39,0,0
"2089","8","1","FALSE","1",2,1,1,-32,-34,2,2
"2090","8","1","FALSE","1",2,1,1,-38,-40,2,2
"2091","8","1","FALSE","1",1,2,2,32,33,1,1
"2092","8","1","TRUE","2",4,1,1,-33,-37,4,4
"2093","8","0","FALSE","2",2,2,2,32,30,-2,2
"2094","8","0","FALSE","2",4,1,1,-40,-36,-4,4
"2095","8","1","FALSE","1",0,2,2,29,29,0,0
"2096","8","1","TRUE","2",1,2,2,31,32,1,1
"2097","8","1","FALSE","1",2,2,2,31,33,2,2
"2098","8","0","TRUE","2",1,2,2,35,34,-1,1
"2099","8","1","FALSE","2",1,2,2,35,36,1,1
"2100","8","1","FALSE","2",3,2,2,41,44,3,3
"2101","8","0","TRUE","1",1,1,1,-44,-43,-1,1
"2102","8","1","TRUE","1",1,2,2,36,37,1,1
"2103","8","1","FALSE","1",1,2,2,37,38,1,1
"2104","8","1","TRUE","2",1,2,2,40,41,1,1
"2105","8","0","TRUE","2",4,2,2,10,6,-4,4
"2106","8","1","FALSE","2",1,2,2,36,37,1,1
"2107","8","1","FALSE","2",3,1,1,-39,-42,3,3
"2108","8","0","FALSE","2",1,1,1,-45,-44,-1,1
"2109","8","1","TRUE","1",1,2,2,35,36,1,1
"2110","8","1","FALSE","1",1,2,2,37,38,1,1
"2111","8","1","FALSE","1",3,1,1,-45,-48,3,3
"2112","8","1","FALSE","2",2,2,2,41,43,2,2
"2113","8","0","FALSE","2",4,1,1,-45,-41,-4,4
"2114","8","1","FALSE","1",3,1,1,-43,-46,3,3
"2115","8","1","TRUE","2",4,2,2,38,42,4,4
"2116","8","1","TRUE","1",2,2,2,38,40,2,2
"2117","8","0","TRUE","1",5,2,2,38,33,-5,5
"2118","8","0","FALSE","1",5,2,2,40,35,-5,5
"2119","8","0","FALSE","2",6,2,2,28,22,-6,6
"2120","8","0","TRUE","1",7,1,1,-22,-15,-7,7
"2121","8","0","TRUE","1",9,2,2,30,21,-9,9
"2122","8","0","TRUE","1",1,2,2,7,6,-1,1
"2123","8","1","FALSE","1",3,1,1,-43,-46,3,3
"2124","8","0","FALSE","1",2,2,2,30,28,-2,2
"2125","8","1","FALSE","2",4,2,2,28,32,4,4
"2126","8","1","FALSE","1",3,2,2,30,33,3,3
"2127","8","1","TRUE","1",4,2,2,32,36,4,4
"2128","8","1","FALSE","2",5,1,1,-39,-44,5,5
"2129","8","1","FALSE","2",2,2,2,37,39,2,2
"2130","8","0","FALSE","2",82,2,1,37,-45,-82,-18
"2131","8","1","FALSE","2",6,1,1,-30,-36,6,6
"2132","8","1","FALSE","2",2,2,2,41,43,2,2
"2133","8","0","FALSE","1",7,1,1,-35,-28,-7,7
"2134","8","1","FALSE","1",2,1,1,-44,-46,2,2
"2135","8","1","TRUE","2",4,1,1,-39,-43,4,4
"2136","8","0","FALSE","1",3,1,1,-43,-40,-3,3
"2137","8","0","FALSE","2",4,2,2,43,39,-4,4
"2138","8","1","FALSE","2",5,1,1,-26,-31,5,5
"2139","8","1","FALSE","2",0,2,2,41,41,0,0
"2140","8","0","TRUE","1",5,2,2,32,27,-5,5
"2141","8","1","FALSE","1",3,1,1,-33,-36,3,3
"2142","8","1","FALSE","2",4,2,2,33,37,4,4
"2143","8","0","FALSE","1",8,2,2,40,32,-8,8
"2144","8","1","TRUE","1",5,1,1,-14,-19,5,5
"2145","8","0","FALSE","1",11,1,1,-38,-27,-11,11
"2146","8","1","FALSE","2",2,2,2,30,32,2,2
"2147","8","0","FALSE","1",6,1,1,-28,-22,-6,6
"2148","8","0","FALSE","1",4,2,2,32,28,-4,4
"2149","8","1","FALSE","1",2,1,1,-43,-45,2,2
"2150","8","1","FALSE","1",3,1,1,-44,-47,3,3
"2151","8","1","FALSE","2",1,2,2,37,38,1,1
"2152","8","0","TRUE","1",2,2,2,40,38,-2,2
"2153","8","1","TRUE","1",1,2,2,37,38,1,1
"2154","8","1","FALSE","1",2,1,1,-35,-37,2,2
"2155","8","0","TRUE","2",6,2,2,36,30,-6,6
"2156","8","1","TRUE","2",4,2,2,34,38,4,4
"2157","8","1","FALSE","2",5,2,2,34,39,5,5
"2158","8","0","TRUE","2",34,1,2,-18,16,-34,34
"2159","8","1","TRUE","2",7,2,2,32,39,7,7
"2160","8","0","FALSE","2",52,2,1,21,-31,-52,-34
"2161","8","1","FALSE","1",3,1,1,-31,-34,3,3
"2162","8","1","FALSE","1",2,1,1,-38,-40,2,2
"2163","8","0","FALSE","2",3,1,1,-43,-40,-3,3
"2164","8","0","TRUE","2",5,1,1,-40,-35,-5,5
"2165","8","1","FALSE","2",1,2,2,33,34,1,1
"2166","8","1","FALSE","1",1,2,2,38,39,1,1
"2167","8","0","FALSE","2",2,1,1,-36,-34,-2,2
"2168","8","0","FALSE","1",5,2,2,16,11,-5,5
"2169","8","1","TRUE","1",3,1,1,-39,-42,3,3
"2170","8","0","TRUE","2",6,1,1,-43,-37,-6,6
"2171","8","1","FALSE","2",4,2,2,29,33,4,4
"2172","8","1","TRUE","1",1,1,1,-45,-46,1,1
"2173","8","0","FALSE","2",2,1,1,-43,-41,-2,2
"2174","8","1","TRUE","1",1,2,2,41,42,1,1
"2175","8","0","FALSE","2",3,1,1,-40,-37,-3,3
"2176","8","0","FALSE","2",3,1,1,-45,-42,-3,3
"2177","8","0","FALSE","1",6,2,2,35,29,-6,6
"2178","8","0","FALSE","2",1,1,1,-39,-38,-1,1
"2179","8","0","FALSE","1",2,1,1,-42,-40,-2,2
"2180","8","1","FALSE","1",1,1,1,-41,-42,1,1
"2181","8","0","TRUE","1",6,1,1,-27,-21,-6,6
"2182","8","0","TRUE","1",5,1,1,-39,-34,-5,5
"2183","8","1","TRUE","1",4,1,1,-34,-38,4,4
"2184","8","1","FALSE","1",6,2,2,33,39,6,6
"2185","8","1","TRUE","2",8,1,1,-35,-43,8,8
"2186","8","0","TRUE","2",10,2,2,24,14,-10,10
"2187","8","0","FALSE","1",9,1,1,-35,-26,-9,9
"2188","8","1","TRUE","1",5,2,2,34,39,5,5
"2189","8","1","FALSE","1",2,1,1,-42,-44,2,2
"2190","8","1","FALSE","1",3,1,1,-44,-47,3,3
"2191","8","1","FALSE","2",2,1,1,-49,-51,2,2
"2192","8","0","FALSE","2",2,2,2,36,34,-2,2
"2193","8","1","FALSE","2",2,2,2,40,42,2,2
"2194","8","1","FALSE","1",2,2,2,40,42,2,2
"2195","8","1","TRUE","2",3,2,2,41,44,3,3
"2196","8","1","FALSE","2",2,2,2,28,30,2,2
"2197","8","1","FALSE","2",3,2,2,11,14,3,3
"2198","8","0","TRUE","1",1,2,2,31,30,-1,1
"2199","8","0","FALSE","1",3,2,2,37,34,-3,3
"2200","8","1","FALSE","2",1,1,1,-32,-33,1,1
"2201","8","0","TRUE","1",2,1,1,-33,-31,-2,2
"2202","8","1","FALSE","1",1,2,2,29,30,1,1
"2203","8","1","FALSE","1",5,1,1,-39,-44,5,5
"2204","8","1","TRUE","1",5,1,1,-41,-46,5,5
"2205","8","0","FALSE","2",3,1,1,-33,-30,-3,3
"2206","8","1","TRUE","1",4,1,1,-38,-42,4,4
"2207","8","0","FALSE","1",0,1,1,-41,-41,0,0
"2208","8","1","FALSE","2",1,2,2,45,46,1,1
"2209","8","1","FALSE","1",6,1,1,-34,-40,6,6
"2210","8","1","TRUE","1",4,1,1,-46,-50,4,4
"2211","8","0","FALSE","2",6,2,2,40,34,-6,6
"2212","8","1","FALSE","2",2,2,2,34,36,2,2
"2213","8","0","TRUE","1",9,2,2,37,28,-9,9
"2214","8","1","TRUE","2",3,1,1,-29,-32,3,3
"2215","8","0","FALSE","2",2,1,1,-42,-40,-2,2
"2216","8","0","FALSE","1",11,2,2,39,28,-11,11
"2217","8","1","FALSE","1",3,1,1,-39,-42,3,3
"2218","8","1","FALSE","2",3,1,1,-48,-51,3,3
"2219","8","1","TRUE","1",2,1,1,-36,-38,2,2
"2220","8","0","FALSE","1",43,2,1,34,-9,-43,-21
"2221","8","0","FALSE","2",50,2,1,38,-12,-50,-17
"2222","8","1","FALSE","2",10,1,1,-37,-47,10,10
"2223","8","0","FALSE","1",2,2,2,40,38,-2,2
"2224","8","0","TRUE","2",15,1,1,-45,-30,-15,-10
"2225","8","0","FALSE","2",8,2,2,31,23,-8,8
"2226","8","0","FALSE","1",12,2,2,32,20,-12,12
"2227","8","1","FALSE","2",7,2,2,44,51,7,7
"2228","8","1","TRUE","1",1,1,1,-46,-47,1,1
"2229","8","1","FALSE","1",2,2,2,49,51,2,2
"2230","8","1","TRUE","2",1,1,1,-49,-50,1,1
"2231","8","1","FALSE","1",5,2,2,33,38,5,5
"2232","8","1","TRUE","1",5,1,1,-23,-28,5,5
"2233","8","1","FALSE","2",6,1,1,-29,-35,6,6
"2234","8","0","TRUE","2",9,2,2,38,29,-9,9
"2235","8","1","FALSE","1",7,1,1,-39,-46,7,7
"2236","8","0","FALSE","2",5,2,2,36,31,-5,5
"2237","8","0","TRUE","1",70,2,1,34,-36,-70,-21
"2238","8","1","FALSE","2",3,2,2,41,44,3,3
"2239","8","1","TRUE","2",4,1,1,-33,-37,4,4
"2240","8","1","FALSE","1",3,2,2,41,44,3,3
"2241","8","1","FALSE","2",5,2,2,37,42,5,5
"2242","8","1","FALSE","2",1,2,2,45,46,1,1
"2243","8","0","TRUE","1",10,1,1,-30,-20,-10,10
"2244","8","1","TRUE","1",4,1,1,-41,-45,4,4
"2245","8","0","TRUE","1",81,2,1,39,-42,-81,-16
"2246","8","1","FALSE","1",3,1,1,-38,-41,3,3
"2247","8","0","TRUE","2",5,1,1,-33,-28,-5,5
"2248","8","1","FALSE","2",7,2,2,35,42,7,7
"2249","8","1","TRUE","2",5,1,1,-32,-37,5,5
"2250","8","1","FALSE","2",3,2,2,39,42,3,3
"2251","8","0","FALSE","1",-1,2,2,47,48,1,-1
"2252","8","0","FALSE","2",14,2,2,55,41,-14,0
"2253","8","1","FALSE","1",1,2,2,37,38,1,1
"2254","8","1","FALSE","1",4,2,2,42,46,4,4
"2255","8","0","FALSE","1",4,1,1,-33,-29,-4,4
"2256","8","1","FALSE","1",6,1,1,-40,-46,6,6
"2257","8","1","FALSE","1",3,2,2,37,40,3,3
"2258","8","0","TRUE","2",60,1,2,-38,22,-60,-17
"2259","8","0","FALSE","2",2,2,2,40,38,-2,2
"2260","8","1","FALSE","1",2,1,1,-46,-48,2,2
"2261","8","0","FALSE","2",16,1,1,-37,-21,-16,16
"2262","8","0","FALSE","1",10,2,2,33,23,-10,10
"2263","8","0","FALSE","1",0,2,2,35,35,0,0
"2264","8","1","FALSE","1",2,1,1,-42,-44,2,2
"2265","8","1","TRUE","2",5,2,2,21,26,5,5
"2266","8","1","TRUE","1",11,2,2,29,40,11,11
"2267","8","0","FALSE","2",6,2,2,32,26,-6,6
"2268","8","1","TRUE","2",3,2,2,45,48,3,3
"2269","8","0","FALSE","1",8,2,2,41,33,-8,8
"2270","8","0","FALSE","1",16,1,1,-32,-16,-16,16
"2271","8","1","FALSE","2",7,2,2,29,36,7,7
"2272","8","0","FALSE","2",6,2,2,39,33,-6,6
"2273","8","1","TRUE","2",9,1,1,-36,-45,9,9
"2274","8","1","TRUE","1",4,1,1,-33,-37,4,4
"2275","8","0","TRUE","1",5,2,2,36,31,-5,5
"2276","8","1","FALSE","2",4,2,2,42,46,4,4
"2277","8","1","FALSE","2",7,1,1,-32,-39,7,7
"2278","8","0","FALSE","1",5,1,1,-41,-36,-5,5
"2279","8","1","FALSE","2",5,1,1,-47,-52,5,5
"2280","8","0","TRUE","2",19,1,2,-8,11,-19,19
"2281","8","1","TRUE","2",8,2,2,26,34,8,8
"2282","8","0","FALSE","2",5,2,2,35,30,-5,5
"2283","8","1","FALSE","1",3,2,2,33,36,3,3
"2284","8","1","FALSE","1",6,1,1,-33,-39,6,6
"2285","8","1","FALSE","2",3,2,2,39,42,3,3
"2286","8","1","TRUE","2",3,2,2,40,43,3,3
"2287","8","0","FALSE","2",12,1,1,-32,-20,-12,12
"2288","8","1","TRUE","2",9,2,2,41,50,9,9
"2289","8","1","TRUE","2",3,1,1,-45,-48,3,3
"2290","8","0","FALSE","2",10,2,2,50,40,-10,-5
"2291","8","1","TRUE","2",5,2,2,40,45,5,5
"2292","8","0","FALSE","2",10,2,2,28,18,-10,10
"2293","8","1","FALSE","1",7,2,2,41,48,7,7
"2294","8","1","TRUE","1",5,2,2,37,42,5,5
"2295","8","0","TRUE","1",7,2,2,41,34,-7,7
"2296","8","0","FALSE","1",10,2,2,41,31,-10,10
"2297","8","1","FALSE","2",8,2,2,34,42,8,8
"2298","8","0","FALSE","1",14,2,1,12,-2,-14,14
"2299","8","0","FALSE","1",7,2,1,3,-4,-7,7
"2300","8","1","FALSE","1",5,1,1,-8,-13,5,5
"2301","8","1","FALSE","2",7,1,1,-17,-24,7,7
"2302","8","0","FALSE","1",5,1,1,-33,-28,-5,5
"2303","8","0","TRUE","1",7,2,2,26,19,-7,7
"2304","8","0","FALSE","2",9,2,2,35,26,-9,9
"2305","9","1","FALSE","1",0,1,1,-35,-35,0,0
"2306","9","0","TRUE","2",0,2,2,26,26,0,0
"2307","9","1","FALSE","2",9,1,1,-7,-16,9,9
"2308","9","0","FALSE","2",-1,1,1,-25,-26,1,-1
"2309","9","0","FALSE","2",-11,1,1,-30,-41,11,-11
"2310","9","1","FALSE","2",0,1,1,-44,-44,0,0
"2311","9","0","TRUE","1",2,2,2,36,34,-2,2
"2312","9","1","FALSE","1",2,1,1,-38,-40,2,2
"2313","9","1","TRUE","1",-7,2,2,18,11,-7,-7
"2314","9","0","TRUE","1",9,1,1,-42,-33,-9,9
"2315","9","1","FALSE","1",-2,2,2,41,39,-2,-2
"2316","9","0","TRUE","1",-1,1,1,-33,-34,1,-1
"2317","9","0","FALSE","1",-1,2,2,32,33,1,-1
"2318","9","1","FALSE","1",-6,2,2,29,23,-6,-6
"2319","9","1","FALSE","2",-12,1,1,-41,-29,-12,-12
"2320","9","0","FALSE","1",-1,1,1,-33,-34,1,-1
"2321","9","1","FALSE","1",3,2,2,32,35,3,3
"2322","9","0","FALSE","2",7,1,1,-41,-34,-7,7
"2323","9","1","FALSE","2",5,1,1,-34,-39,5,5
"2324","9","1","TRUE","2",0,1,1,-39,-39,0,0
"2325","9","1","FALSE","2",0,1,1,-35,-35,0,0
"2326","9","0","TRUE","1",1,2,2,28,27,-1,1
"2327","9","1","FALSE","1",-9,2,2,26,17,-9,-9
"2328","9","1","TRUE","2",-9,2,2,38,29,-9,-9
"2329","9","0","FALSE","1",-12,1,1,-25,-37,12,-12
"2330","9","0","FALSE","2",47,2,1,20,-27,-47,-35
"2331","9","1","FALSE","2",10,2,2,17,27,10,10
"2332","9","0","FALSE","1",-4,2,2,30,34,4,-4
"2333","9","0","TRUE","2",-3,2,2,38,41,3,-3
"2334","9","1","TRUE","2",1,1,1,-15,-16,1,1
"2335","9","1","TRUE","1",-1,2,2,34,33,-1,-1
"2336","9","1","FALSE","1",-2,1,1,-32,-30,-2,-2
"2337","9","1","FALSE","2",-2,2,2,36,34,-2,-2
"2338","9","1","FALSE","2",-6,2,2,39,33,-6,-6
"2339","9","1","TRUE","2",0,1,1,-1,-1,0,0
"2340","9","1","FALSE","2",9,2,2,25,34,9,9
"2341","9","0","FALSE","1",7,1,1,-36,-29,-7,7
"2342","9","0","TRUE","1",2,1,1,-39,-37,-2,2
"2343","9","1","FALSE","2",0,1,1,-40,-40,0,0
"2344","9","1","FALSE","1",-1,1,1,-45,-44,-1,-1
"2345","9","1","FALSE","2",-1,1,1,-39,-38,-1,-1
"2346","9","1","TRUE","2",-2,1,1,-39,-37,-2,-2
"2347","9","0","TRUE","2",-1,1,1,-31,-32,1,-1
"2348","9","0","FALSE","2",-9,2,2,36,45,9,-9
"2349","9","0","FALSE","1",0,2,2,35,35,0,0
"2350","9","0","FALSE","1",2,1,1,-28,-26,-2,2
"2351","9","1","TRUE","2",4,1,1,-21,-25,4,4
"2352","9","1","FALSE","1",-11,2,2,36,25,-11,-11
"2353","9","0","FALSE","1",7,2,1,3,-4,-7,7
"2354","9","0","FALSE","2",5,2,2,23,18,-5,5
"2355","9","1","TRUE","2",0,1,1,-19,-19,0,0
"2356","9","0","TRUE","1",0,2,2,27,27,0,0
"2357","9","1","TRUE","2",19,1,1,-17,-36,19,19
"2358","9","0","TRUE","2",-2,2,2,21,23,2,-2
"2359","9","1","FALSE","1",-3,1,1,-29,-26,-3,-3
"2360","9","1","FALSE","2",-11,2,2,35,24,-11,-11
"2361","9","0","FALSE","1",-5,2,2,21,26,5,-5
"2362","9","0","FALSE","2",-2,1,1,-23,-25,2,-2
"2363","9","1","FALSE","1",2,2,2,20,22,2,2
"2364","9","0","FALSE","1",19,1,2,-3,16,-19,19
"2365","9","1","FALSE","2",6,1,1,-29,-35,6,6
"2366","9","1","FALSE","2",2,1,1,-21,-23,2,2
"2367","9","1","TRUE","1",-2,2,2,31,29,-2,-2
"2368","9","0","FALSE","2",-6,2,2,16,22,6,-6
"2369","9","1","FALSE","2",-3,1,1,-43,-40,-3,-3
"2370","9","1","FALSE","1",-2,2,2,32,30,-2,-2
"2371","9","0","FALSE","1",2,1,1,-41,-39,-2,2
"2372","9","1","TRUE","1",2,2,2,31,33,2,2
"2373","9","1","FALSE","2",1,1,1,-29,-30,1,1
"2374","9","1","TRUE","2",-15,1,1,-30,-15,-15,-15
"2375","9","0","FALSE","1",-7,2,2,23,30,7,-7
"2376","9","1","TRUE","2",12,1,1,-33,-45,12,12
"2377","9","1","FALSE","1",5,2,2,18,23,5,5
"2378","9","0","FALSE","2",-3,1,1,-25,-28,3,-3
"2379","9","1","FALSE","2",-6,2,2,33,27,-6,-6
"2380","9","0","TRUE","1",-9,1,1,-26,-35,9,-9
"2381","9","1","TRUE","1",-1,2,2,43,42,-1,-1
"2382","9","1","TRUE","1",-1,1,1,-27,-26,-1,-1
"2383","9","0","FALSE","1",6,1,1,-31,-25,-6,6
"2384","9","1","FALSE","2",1,1,1,-30,-31,1,1
"2385","9","1","FALSE","1",-4,1,1,-34,-30,-4,-4
"2386","9","0","FALSE","2",5,2,2,37,32,-5,5
"2387","9","1","FALSE","1",-3,1,1,-32,-29,-3,-3
"2388","9","0","FALSE","2",7,1,1,-41,-34,-7,7
"2389","9","1","TRUE","1",-16,2,2,24,8,-16,-16
"2390","9","1","FALSE","1",-3,1,1,-46,-43,-3,-3
"2391","9","0","FALSE","1",2,1,1,-31,-29,-2,2
"2392","9","1","TRUE","1",5,1,1,-30,-35,5,5
"2393","9","0","FALSE","2",2,2,2,24,22,-2,2
"2394","9","0","TRUE","2",6,2,2,17,11,-6,6
"2395","9","1","FALSE","2",2,2,2,1,3,2,2
"2396","9","0","TRUE","2",0,1,1,-31,-31,0,0
"2397","9","0","FALSE","1",-3,2,2,23,26,3,-3
"2398","9","1","FALSE","2",8,2,2,27,35,8,8
"2399","9","0","TRUE","1",-4,2,2,14,18,4,-4
"2400","9","0","FALSE","1",-4,2,2,22,26,4,-4
"2401","9","1","FALSE","1",-4,2,2,17,13,-4,-4
"2402","9","0","FALSE","2",15,1,1,-40,-25,-15,15
"2403","9","1","FALSE","2",6,2,2,14,20,6,6
"2404","9","1","FALSE","1",-5,1,1,-29,-24,-5,-5
"2405","9","1","FALSE","2",-10,2,2,23,13,-10,-10
"2406","9","0","FALSE","2",3,2,2,14,11,-3,3
"2407","9","0","TRUE","1",2,2,2,25,23,-2,2
"2408","9","1","TRUE","1",-2,2,2,12,10,-2,-2
"2409","9","1","FALSE","2",-5,1,1,-37,-32,-5,-5
"2410","9","1","TRUE","1",8,2,2,7,15,8,8
"2411","9","1","FALSE","1",2,1,1,-17,-19,2,2
"2412","9","0","TRUE","1",8,1,1,-26,-18,-8,8
"2413","9","0","FALSE","1",5,1,1,-31,-26,-5,5
"2414","9","1","TRUE","2",-8,2,2,31,23,-8,-8
"2415","9","0","FALSE","1",-8,2,2,17,25,8,-8
"2416","9","1","FALSE","2",-4,1,1,-29,-25,-4,-4
"2417","9","1","FALSE","1",-6,2,2,33,27,-6,-6
"2418","9","1","FALSE","2",-25,2,1,16,-9,-25,-25
"2419","9","1","FALSE","1",5,2,2,28,33,5,5
"2420","9","0","TRUE","1",-8,2,2,19,27,8,-8
"2421","9","0","TRUE","1",-8,2,2,12,20,8,-8
"2422","9","1","TRUE","1",3,1,1,-30,-33,3,3
"2423","9","0","FALSE","1",50,1,2,-27,23,-50,-28
"2424","9","1","FALSE","2",-2,1,1,-34,-32,-2,-2
"2425","9","1","FALSE","1",13,1,1,-27,-40,13,13
"2426","9","1","FALSE","1",3,1,1,-35,-38,3,3
"2427","9","0","FALSE","2",-1,1,1,-39,-40,1,-1
"2428","9","1","FALSE","2",11,1,1,-30,-41,11,11
"2429","9","1","FALSE","2",6,1,1,-21,-27,6,6
"2430","9","0","FALSE","2",-8,2,2,20,28,8,-8
"2431","9","1","TRUE","1",5,1,1,-29,-34,5,5
"2432","9","1","TRUE","1",-3,1,1,-32,-29,-3,-3
"2433","9","1","TRUE","1",9,1,1,-33,-42,9,9
"2434","9","1","TRUE","1",7,1,1,-23,-30,7,7
"2435","9","0","FALSE","2",-2,1,1,-27,-29,2,-2
"2436","9","1","TRUE","2",-10,2,2,30,20,-10,-10
"2437","9","0","FALSE","2",5,1,1,-40,-35,-5,5
"2438","9","0","TRUE","2",-3,2,2,15,18,3,-3
"2439","9","1","FALSE","1",-12,2,2,33,21,-12,-12
"2440","9","1","FALSE","1",-16,2,2,31,15,-16,-16
"2441","9","0","FALSE","2",10,2,2,26,16,-10,10
"2442","9","0","FALSE","1",1,1,1,-47,-46,-1,1
"2443","9","1","FALSE","2",-11,2,2,29,18,-11,-11
"2444","9","0","TRUE","1",-2,1,1,-28,-30,2,-2
"2445","9","0","FALSE","1",28,2,1,8,-20,-28,28
"2446","9","1","FALSE","1",4,1,1,-2,-6,4,4
"2447","9","1","FALSE","1",2,2,2,26,28,2,2
"2448","9","1","TRUE","2",1,1,1,-11,-12,1,1
"2449","9","1","FALSE","1",5,1,1,-30,-35,5,5
"2450","9","1","FALSE","1",2,1,1,-26,-28,2,2
"2451","9","1","FALSE","2",1,2,2,36,37,1,1
"2452","9","1","FALSE","1",-9,2,2,27,18,-9,-9
"2453","9","1","FALSE","2",1,1,1,-26,-27,1,1
"2454","9","1","TRUE","2",2,2,2,23,25,2,2
"2455","9","1","FALSE","1",0,1,1,-26,-26,0,0
"2456","9","0","FALSE","2",10,2,2,42,32,-10,10
"2457","9","1","TRUE","1",-9,1,1,-42,-33,-9,-9
